United_States_of_America,China,Germany,United_Kingdom,Japan,France,Korea__Republic_of,Italy,Canada,Netherlands,Mexico,Belgium,India,Spain,Singapore,Switzerland,Turkey,Thailand,Australia,Poland,Russian_Federation,Malaysia,Austria,Czech_Republic,Sweden,Brazil,Indonesia,Hungary,Philippines,Denmark,Ireland,Slovakia,South_Africa,Romania,Norway,Portugal,Israel,Finland,Chile,Greece,Colombia,New_Zealand,Peru,Slovenia,Bulgaria,Belarus,Lithuania,Kazakhstan,Croatia,Sri_Lanka,Tunisia,Luxembourg,Dominican_Republic,Guatemala,Ethiopia,Ecuador,Estonia,Costa_Rica,Uruguay,Tanzania__United_Republic_of
4997875,4146063,18022186,18720635,1767429,3377900,2627905,1012324,1328714,13149510,189382,4899474,825344,1934612,1407459,355782,657520,276225,273143,2414988,626758,523914,104113,203017,11341276,776852,226251,20101,47837,3992318,1335768,64851,108066,85653,0,95214,145148,1089040,86013,116012,53436,50563,41444,29056,18398,167664,306311,31546,16367,13226,5673,28726,41174,19267,3936,22288,156198,23663,7087,4726
3398019,1461543,6127888,3593589,329147,6030947,203240,1672723,484681,2086229,425399,1214791,105760,11901000,124995,872152,640323,73204,142744,581910,393785,43690,272506,421557,457995,809928,44349,205782,5181,337207,227496,213978,204448,310841,298806,0,113676,296418,120334,124831,89268,26133,52109,49201,63543,25559,50027,15834,17572,5862,158688,78289,19084,15609,15224,49539,20579,11679,14286,3724
24906246,2802031,1922903,1513280,1508774,1410519,870303,979974,945625,2000714,694877,1681345,2083726,801953,739692,648829,1672501,393118,593258,326509,784071,0,122602,221006,144598,895842,77725,200995,105775,64853,129492,71155,223720,117099,119786,127762,0,88920,140951,494163,165447,84321,81869,175302,40413,109744,22956,86881,15589,51598,139,7334,22677,28883,30938,30804,10890,44122,15720,54642
4675357,3484951,9743615,3135935,1433387,2165521,1083191,1477731,760084,4068341,500182,2384394,987857,1152116,292674,899246,1011793,307518,543423,1569144,2410600,161010,533219,437425,6255089,561340,534092,272359,186778,1109886,188038,157307,301591,180296,1730135,183599,272716,0,294205,114378,107420,117398,104541,68854,67084,76932,639470,179444,31188,12699,64913,32655,14975,26532,7461,54949,1549678,9470,32270,50130
9577928,18438962,1625222,790004,5997202,1143115,4402094,1234828,1450418,878976,1480409,730348,2158110,1660268,85721,584389,282572,281603,656657,152949,692174,193762,68519,35622,166993,3410859,173848,18015,44264,168383,76827,6223,162700,3939,149092,43502,78900,184141,0,130937,780651,96330,1210313,14337,9482,13228,15049,12369,1595,8306,7073,1783,57095,113610,400,491639,12659,268441,139476,877
1445905,285501,1994928,1095101,109666,709211,247299,2819559,178723,506219,224511,398004,114536,639971,176852,154847,1860935,50012,150663,478236,229116,12589,167510,226699,146244,48292,76426,93188,8040,131902,51375,107283,42201,803462,67104,140229,223927,87216,14544,0,10667,18011,22398,163539,1404799,27701,52487,18971,92004,8379,130949,14807,7090,4731,19467,5003,14933,1363,4379,836
14694421,3545141,1576372,872748,970435,421896,323482,816153,648813,1038933,922502,565463,869956,1788008,420260,602448,800824,50707,61121,111285,129533,52769,3432,23796,47421,1189282,6046,1142,11457,27488,129237,10400,31686,14276,120842,309845,13033,89815,879054,17691,0,14340,1295528,4639,2563,11979,2132,4764,14752,266,1390,670,361176,376081,719,1608403,7928,306993,21329,775
4481056,6583778,745992,1303126,2385009,440217,1224915,292504,534067,394020,348514,330311,549843,153105,720358,99504,62702,591627,5726843,46422,111812,775019,23285,33435,48837,55920,637010,4355,387592,98432,61357,2020,141187,5938,49907,20847,17318,33847,101955,26661,8693,0,107095,746,5239,4664,13462,1514,2456,185252,6560,2776,13568,23723,5777,3142,4962,7168,12211,3856
5383032,7949920,1218013,387615,1240234,477601,1135814,602053,2551482,631801,681324,492907,746281,1380810,16066,2750781,62439,88641,104838,38478,81710,38884,17328,15058,106991,1256345,52723,1357,26583,128064,18473,14581,19465,2460,236851,27858,6712,199317,1098507,3256,937226,45045,0,654,24943,21658,3871,3724,279,1667,2435,2564,93817,104080,9143,710323,16948,57279,29541,613
701885,289507,5749166,496569,64863,1245951,112549,2917791,112472,435001,110311,273113,90880,426861,65412,417749,343784,36725,97229,685442,845209,15144,2336962,558682,212622,62626,12791,1218417,7989,204065,24528,398032,37426,470352,127794,50224,107588,73516,13101,193543,17542,10336,6442,0,193330,71220,86170,74884,2194719,3197,16591,19986,2182,0,2591,5117,27226,3417,1668,3704
626386,748307,3221454,563620,103634,1128915,101716,2549582,100858,621606,57108,1015764,88595,575435,291204,220722,2254150,50457,43620,498847,459509,35070,435467,337748,142923,43091,54518,375402,33768,120305,77029,146744,58632,2064022,72662,89155,82767,89980,5574,1536610,13915,30072,7599,104161,0,34743,55241,32846,106756,6256,123076,3896,2587,2452,73672,3416,10347,1489,4730,4036
166338,1010810,755098,51463,23661,135762,46940,125454,27748,141850,8944,105705,162150,36272,130936,21530,192831,79403,2794,831654,7988799,63486,30551,157248,51693,514415,210919,84670,9070,37675,26997,105342,5408,61549,138884,629,16418,16386,1549,17275,3226,14141,945,9277,35256,0,975724,488033,4848,18552,14919,2469,244,0,14914,3113,145799,1622,5649,724
1114447,138785,1855788,1187525,360349,726799,72712,509346,184170,1126577,32048,400535,186709,352070,87540,111511,244564,8513,33787,993506,354660,53503,85428,233247,957227,19862,9564,115469,4885,570052,94699,73506,24815,78333,764771,77818,32969,375767,4429,26296,3071,16275,2974,44664,48771,277592,0,220698,23959,13943,2311,7531,2043,21792,1680,3670,1045467,2394,3219,6975
850869,5848947,3134326,710758,808649,3693681,305027,2579020,408962,212034,27191,219334,337545,1323841,32106,198070,1109832,10928,2562,948132,4275013,2799,942179,341079,7322,139134,13769,19221,15,17635,337,3830,1259,1116252,6461,628865,1618,222757,1333,1581159,2954,1037,160,26883,27657,45182,317526,0,104,359,12536,305,2,0,2191,38,61052,0,19,0
591382,111789,1332640,144690,64809,190617,9987,1563814,41955,199802,25490,122295,26483,105563,7682,177275,135200,9957,18879,178931,231995,7096,590802,135339,47993,8650,17781,478742,3297,30693,11455,158661,14467,134329,67021,50276,36169,16411,2074,96755,85354,2067,1680,1521356,65930,27185,11085,11111,0,290,5735,4623,16,222,69,190,2333,6449,231,6653
3029512,258516,596182,1082903,269785,329783,84472,406224,261274,139883,156390,310947,848782,116367,106455,172829,87862,53760,158347,69021,309603,88548,34086,48588,61037,51995,41282,20192,24108,27407,69039,44717,29682,7864,43976,5422,110792,20969,43443,4735,17223,37666,23300,3662,1930,6138,5314,6218,1888,0,937,2018,2251,4716,2326,10227,6096,2003,2791,10732
563432,183799,1832882,221141,122984,4418184,50552,2549856,66731,195441,43298,311674,115002,675076,15427,148863,144077,14683,21852,207124,93917,17977,258241,144571,11785,57920,21206,37098,1463,8239,10796,87602,23941,71590,34936,45197,2487,15631,1151,22877,4068,3563,4302,3909,14791,3937,114,3570,5966,127,0,12689,3811,99,1202,1763,4925,764,606,550
662801,309070,3603961,741890,71956,1598666,50057,1031227,144438,878746,64708,3090190,178024,474354,50218,230485,224346,15274,18439,312730,102540,20594,403720,270232,310735,88769,15853,91074,1144,207756,44458,75005,47034,76074,79636,129718,195260,67356,7517,150644,7430,5279,10022,53933,88328,4504,17876,11402,11005,832,7929,0,1608,7867,332,10080,8625,1048,246,1001
4781211,208014,218383,201399,79119,169938,78626,35712,799710,199502,143440,184742,600808,114205,34761,80474,16087,22693,26861,28081,12478,2040,577,14177,38185,24946,3683,421,358,10543,18627,3795,10188,311,12232,9209,12793,4132,18265,1229,48913,7432,10928,42,577,673,95,455,149,1036,612,329,0,38786,0,14628,519,37197,2072,65
4436688,201104,125961,121462,242374,65496,161867,117086,489991,292618,461200,74785,13580,98869,10127,48976,16137,3810,21216,18826,12224,58622,1386,6167,4902,28497,18831,157,1171,2135,9417,544,2457,1401,20247,10230,1838,7846,109400,9274,66643,14582,50453,160,9910,1063,1,16571,38,987,29007,220,163065,0,181,34365,677,399177,516,0
319046,380350,183260,67739,87154,53686,55434,64357,19126,268639,1715,29119,60007,51930,3339,465560,35718,9033,20260,4855,24270,1716,577,30333,18683,97,10963,1256,645,1347,1037,4228,7001,1420,18516,4018,58127,4239,153,6231,12,4262,14,645,8251,773,414,73,899,1215,2501,55,2,218,0,20,61,25,5,2343
7921963,1238449,555816,172403,779603,398651,245724,345143,248085,292159,164270,298408,641097,533441,7401,119684,81615,9369,26254,237322,1154396,57828,1066,50886,48838,117765,22673,2450,2628,17086,6089,22411,4912,5711,36695,15661,5813,14736,1198815,77067,783083,46158,991316,41393,14450,73313,10081,32848,14795,13140,14047,1108,63306,69073,2091,0,17393,33722,21388,61
517564,234964,626383,289249,101129,311156,111662,150139,84127,313656,113985,184996,157444,130475,26017,43032,278134,32047,45561,177402,459288,22188,51233,67457,2198674,22677,3549,51175,1076,325383,46307,17558,31121,39963,582718,25684,13994,1693640,4521,11596,2775,2874,2732,13276,12932,24993,849747,35936,3249,2161,5250,2491,6314,1316,5692,341,0,696,4865,5382
4717019,825960,497887,324335,217390,254573,149822,268925,393758,622924,550027,496449,68751,199467,71505,108916,49719,23682,83518,75098,78582,28487,737,242450,30343,52630,2894,1361,4017,6497,84520,10309,11523,1281,62575,31510,4211,71936,32138,17665,86499,5984,24648,1634,1161,15020,8333,4414,856,185,1024,1229,243034,599653,222,50216,14018,0,4740,144
629039,2410540,290879,96814,60534,123273,83583,301673,72672,526185,373214,18339,18537,119486,16384,102245,158178,75859,15568,39152,113395,25433,62435,14017,7307,1216624,17056,5350,88196,12306,6162,1002,28054,5333,43074,83527,145423,40490,199248,3382,73919,3774,138108,24,4950,2717,1449,2740,665,163,782,281,59421,96514,111,56668,895,24032,0,1
108300,377844,178258,38071,235438,44732,50835,43573,9724,67705,2505,197976,1004389,26559,8976,158646,34564,16110,5276,43588,47363,134151,354,6424,6896,20,21451,301,3059,3627,58963,66,32108,9002,3852,28876,9076,5625,566,10373,432,2847,10,1,23156,1606,8315,1831,16,3567,1361,221,291,1,6382,17,100,23,25,0
