0,11159.25,6717.54,5901.34,10918.79,6169.15,11185.97,7224.74,737.04,6196.85,3037.92,6222.86,12059.81,6092,15564.31,6603.18,8732.65,14173.7,15961.95,7183.62,7834.55,15357.34,7129.67,6904.57,6644.25,6794.44,16371.12,7342.43,13794.33,6519.39,5448.8,7183.66,13040.41,7987,6239.55,5740.45,9450.72,6943.18,8080.89,8259.79,3815.18,14219.82,5672.59,7127.47,7920.1,7450.31,7280.81,9552.79,7240.35,14406.16,7347.75,6393.92,2371.69,3004.99,11538.53,4354.53,6972,3290.81,8487.64,12411.02
11159.25,0,7363.33,8151.35,2098.11,8225.23,955.65,8134.7,10458.92,7831.14,12467.17,7970.82,3785.01,9232.3,4484.66,8084.26,6841.79,3303.89,9018.31,6947.9,5795.05,4355.05,7468.01,7462.24,6713.79,16948.04,5220.88,7347.38,2850.32,7208.36,8290.86,7422.39,11674.59,7068.48,7031.01,9675.63,7146.98,6326.88,19079.88,7623.44,14937.48,11041.03,16666.29,7722.64,7364.45,6480.6,6567.35,3655.66,7648.76,5171.49,8646.59,7964.42,13500.16,13351.5,8315.99,15364.41,6372.09,14090.98,19175.59,9670.17
6717.54,7363.33,0,936.1,8927.67,880.19,8139.99,1187.3,6134.98,577.86,9739.23,653.14,5785.57,1873.13,9932.87,755.3,2038.69,8612.23,16082.09,515.77,1614.18,9623.97,523.94,279.86,810.37,9601.96,10783.79,689.53,9871.49,352.99,1318.17,553.97,8828.85,1298.07,838.03,2314.49,2852.53,1104.22,12542.61,1803.95,9505.21,18386.66,11114.22,723.95,1322.49,948.85,820.26,3884.67,771.88,7825.9,1765.17,603.64,7938.77,9641.82,5356.89,10167.32,1038.98,9636.83,11828.68,6866.71
5901.34,8151.35,936.1,0,9574.24,342.95,8875.39,1438.43,5364.8,360.32,8938.4,323.78,6720.64,1263.38,10868.94,748.71,2838.03,9545.47,17001.95,1451.64,2510.88,10559.89,1238.2,1036.99,1437.57,8797.83,11718.78,1453.67,10745.17,959.59,460.41,1294.94,9033.48,2097.38,1157.1,1583.09,3561.06,1826.93,11685.42,2394.85,8570.66,19147.14,10182.22,1230.76,2019.34,1873.07,1729.55,4773.94,1341.22,8725.04,1826.62,494.02,7012.2,8771.69,5906.45,9232.53,1787.09,8727.51,11057.87,7272.62
10918.79,2098.11,8927.67,9574.24,0,9725.63,1156.67,9869.28,10330.62,9303.38,11312.39,9463.26,5847.71,10777.42,5326.39,9680.59,8777.5,4613,7958.28,8590.7,7486.3,5329.1,9141.06,9082.24,8180.65,17693.2,5791.63,9058.92,2999.54,8702.54,9599.01,9104.25,13517,8892.29,8417.14,11156.39,9174.41,7830.05,17247.38,9517.99,14262.86,9575.73,15505.62,9412.94,9191.48,8145,8197.21,5565.44,9358.53,6861.33,10427.62,9500.39,13248.36,12332.35,10401.23,14448.87,7890.78,13182.38,18587.08,11682.39
6169.15,8225.23,880.19,342.95,9725.63,0,8981.47,1109.9,5653.21,427.92,9206.81,262.38,6594.23,1054.66,10748.26,436.08,2600.66,9454.81,16938.09,1368.18,2494.32,10436.4,1035.14,884.61,1545.8,8732.79,11584.25,1247.24,10751.64,1027.61,778.2,1094.61,8692.81,1875.02,1342.89,1452.86,3281.9,1911.14,11663.39,2098.73,8707.68,19263.88,10268.11,965.74,1760.71,1823.71,1700.3,4764.57,1081.76,8526.02,1483.83,289.1,7178.52,9001.05,5582.5,9367.1,1859.09,8919.45,10972.42,6932.8
11185.97,955.65,8139.99,8875.39,1156.67,8981.47,0,8982.66,10528.16,8573.18,12066.01,8722.11,4692.67,10012.64,4676.68,8878.17,7759.1,3724.62,8418.79,7753.97,6614.06,4614.07,8289.03,8262.06,7445.18,17565.08,5291.68,8182.96,2615.75,7955.02,8968.36,8246.66,12457.03,7946.07,7730.77,10433.49,8092.95,7070.56,18375.18,8528.29,14817.3,10293.84,16329.76,8551.7,8244.25,7292.73,7365.84,4552.94,8485.06,5840.51,9513.84,8733.37,13557.66,13029.69,9244.57,15129.37,7122.72,13836.1,19629.5,10545.37
7224.74,8134.7,1187.3,1438.43,9869.28,1109.9,8982.66,0,6737.83,1297.7,10254.87,1174.9,5922.22,1366.76,10033.4,692.66,1721.42,8838.56,16232.27,1319.48,2383.17,9717.92,767.41,926.56,1980.12,8913.18,10823.78,811.41,10397.98,1534.09,1887.73,789.46,7697.38,1139.56,2010.68,1864.04,2250.53,2203.16,11923.97,1050.41,9471.44,18572.15,10875.48,492.34,893.06,1732.92,1706.05,4504.57,517.06,7635.49,595.35,989.58,8029.47,9976.04,4472.66,10117.13,2126.44,9813.55,11041.93,5846.28
737.04,10458.92,6134.98,5364.8,10330.62,5653.21,10528.16,6737.83,0,5638.61,3609.24,5680.9,11349.87,5695.35,14835.63,6089.29,8168.28,13439.07,16123,6581.99,7169.65,14623.82,6573.1,6339,6000.78,7366.27,15654.81,6782.09,13143.47,5913.64,4905.86,6624.73,13075.43,7422.27,5604.29,5392.04,8925.74,6282.46,8798.45,7751.89,4539.95,14657.01,6403.35,6595.5,7379.46,6820.47,6651.54,8830.26,6705.04,13720.48,6919.07,5858.68,3045.91,3697.89,11144.44,5088.59,6315.78,4024.09,9155.33,12173.33
6196.85,7831.14,577.86,360.32,9303.38,427.92,8573.18,1297.7,5638.61,0,9229.36,173.03,6363.42,1481.37,10510.19,628.03,2536.01,9185.17,16644.24,1093.6,2155.23,10201.5,934.78,709.46,1128.93,9121.23,11361.64,1145.9,10399.29,622.97,756.73,987.49,8981.91,1790.15,916.16,1862.04,3296.28,1505.52,12027.16,2162.91,8927.36,18867.02,10542.52,986.52,1745.08,1512.95,1370.7,4421.78,1085.26,8388.24,1776.44,318.35,7363.13,9093.94,5711.35,9589.46,1459.08,9068.95,11371.8,7137.62
3037.92,12467.17,9739.23,8938.4,11312.39,9206.81,12066.01,10254.87,3609.24,9229.36,0,9259.35,14673.66,9073.95,16623.59,9640.47,11765.04,15761.05,13185.67,10191.03,10736.3,16641.12,10163.51,9935.08,9597.72,6841.77,16863.46,10375.25,14231.54,9522.82,8484.52,10216.82,14615.26,11018.72,9207.35,8683.53,12487.84,9860.54,6621.32,11294.58,3088.96,11207.38,4264.22,10165.32,10957.55,10424.03,10255.65,12124.42,10278.05,17101.06,10343.81,9431.36,3090.92,1063.05,14444.59,3141.73,9899.34,1933.06,7563.5,14940.9
6222.86,7970.82,653.14,323.78,9463.26,262.38,8722.11,1174.9,5680.9,173.03,9259.35,0,6419.6,1316.64,10571.47,487.46,2514.58,9260.54,16734.73,1160.64,2261.25,10261.22,914.46,718.43,1283.72,8984.68,11416.28,1129.98,10515.8,767.16,775.63,971.34,8838.75,1773.6,1087.77,1711.4,3245.26,1651.58,11904.94,2089.23,8874.13,19011.83,10464.8,916.79,1699.69,1601.9,1469.43,4531.74,1024.41,8404.44,1626.51,187.81,7324.63,9095.27,5620.62,9535.31,1601.1,9046.46,11228.75,7021.16
12059.81,3785.01,5785.57,6720.64,5847.71,6594.23,4692.67,5922.22,11349.87,6363.42,14673.66,6419.6,0,7282.05,4154.03,6249.01,4222.86,2919.71,10363.85,5269.83,4341.88,3842.43,5571.1,5711.91,5574.22,14251.55,4998.23,5369.79,4756.73,5852.46,7084.43,5511.71,8000.75,4808.35,5991.68,7782.46,4069.44,5220.84,16936.54,5013.93,15290.56,12761.04,16792.93,5718.95,5029.55,4876.77,5036.98,2555.77,5606.96,2431.22,6213.79,6308.23,13701.71,15042.3,4561.52,15952.83,5209.88,15289.71,15606.99,5894.05
